05693         C2020 01 26.37290 11 31 33.95 +11 25 28.3          18.4 GV~3dKg703
05693         C2020 01 26.37811 11 31 33.49 +11 25 32.6          18.2 GV~3dKg703
05693         C2020 01 26.38332 11 31 33.02 +11 25 38.0          18.5 GV~3dKg703
05693         C2020 01 26.38853 11 31 32.55 +11 25 43.0          18.4 GV~3dKg703
05693         C2020 01 26.45577 11 31 26.28 +11 26 45.4          18.5 GV~3dKgG96
05693         C2020 01 26.46090 11 31 25.80 +11 26 50.1          18.5 GV~3dKgG96
05693         C2020 01 26.47889 11 31 24.12 +11 27 06.8          18.5 GV~3dKgG96
05693         C2020 01 26.48404 11 31 23.64 +11 27 11.7          18.4 GV~3dKgG96
05693         C2020 01 26.57293811 31 15.82 +11 28 37.2          18.47cV~3dKgT05
05693         C2020 01 26.58246211 31 14.93 +11 28 45.6          19.00cV~3dKgT05
05693         C2020 01 26.59792311 31 13.44 +11 29 00.1          18.54cV~3dKgT05
05693         C2020 01 26.60128911 31 13.14 +11 29 03.0          19.08cV~3dKgT05
05693         C2020 01 27.51976811 29 49.36 +11 43 29.4          18.55cV~3dKgT05
05693         C2020 01 27.52596811 29 48.75 +11 43 35.1          18.50cV~3dKgT05
05693         C2020 01 27.53176311 29 48.19 +11 43 40.7          18.53cV~3dKgT05
05693         C2020 01 27.54301011 29 47.09 +11 43 51.9          18.50cV~3dKgT05
05693         C2020 01 29.51717711 26 36.18 +12 15 36.1          18.15oV~3dKgT08
05693         C2020 01 29.52072211 26 35.81 +12 15 39.7          18.23oV~3dKgT08
05693         C2020 01 29.54157311 26 33.64 +12 16 00.1          17.97oV~3dKgT08
05693         C2020 01 29.55293811 26 32.43 +12 16 11.1          17.98oV~3dKgT08
05693         C2020 01 30.40903 11 25 05.37 +12 30 11.6          18.5 GV~3dKg703
05693         C2020 01 30.41431 11 25 04.78 +12 30 17.2          18.1 GV~3dKg703
05693         C2020 01 30.41959 11 25 04.23 +12 30 22.1                V~3dKg703
05693         C2020 01 30.42488 11 25 03.67 +12 30 27.1          18.5 GV~3dKg703
05693         C2020 02 01.33925 11 21 40.40 +13 02 20.7          18.4 GV~3dKg703
05693         C2020 02 01.34453 11 21 39.81 +13 02 26.2          18.5 GV~3dKg703
05693         C2020 02 01.34982 11 21 39.20 +13 02 31.2          18.3 GV~3dKg703
05693         C2020 02 01.35510 11 21 38.59 +13 02 36.3          18.4 GV~3dKg703
05693         C2020 02 01.47577 11 21 24.90 +13 04 38.4          18.3 GV~3dKgG96
05693         C2020 02 01.48087 11 21 24.33 +13 04 43.6          18.4 GV~3dKgG96
05693         C2020 02 01.48764 11 21 23.55 +13 04 50.4          18.4 GV~3dKgG96
05693         C2020 02 01.49274 11 21 22.97 +13 04 55.5          18.3 GV~3dKgG96
05693         C2020 02 02.52817811 19 27.83 +13 22 28.5          18.62oV~3dKgT08
05693         C2020 02 02.53248311 19 27.33 +13 22 33.4          18.14oV~3dKgT08
05693         C2020 02 02.53966711 19 26.46 +13 22 40.3          18.10oV~3dKgT08
05693         C2020 02 02.55461911 19 24.72 +13 22 55.5          17.99oV~3dKgT08
05693         C2020 02 04.64004011 15 21.87 +13 58 32.8          18.27cV~3dKgT05
05693         C2020 02 04.64549711 15 21.17 +13 58 38.6          18.29cV~3dKgT05
05693         C2020 02 04.64871011 15 20.80 +13 58 41.8          19.41cV~3dKgT05
05693         C2020 02 04.65962511 15 19.45 +13 58 52.7          18.46cV~3dKgT05
05693         C2020 02 05.28586 11 14 05.05 +14 09 37.4                V~3dKg703
05693         C2020 02 05.29108 11 14 04.50 +14 09 41.5          18.4 GV~3dKg703
05693         C2020 02 05.29631 11 14 03.82 +14 09 48.0          18.0 GV~3dKg703
05693         C2020 02 05.30152 11 14 03.15 +14 09 51.8          18.4 GV~3dKg703
05693         C2020 02 14.43913 10 54 03.94 +16 45 27.5          18.1 GV~3kMjG96
05693         C2020 02 14.44428 10 54 03.21 +16 45 32.5          18.1 GV~3kMjG96
05693         C2020 02 14.44941 10 54 02.47 +16 45 37.6          18.0 GV~3kMjG96
05693         C2020 02 14.45454 10 54 01.75 +16 45 42.7          18.0 GV~3kMjG96
05693        KC2020 02 14.92131 10 52 57.59 +16 53 20.6          18.0 GV~3kMjZ84
05693        KC2020 02 14.93060 10 52 56.29 +16 53 29.7          17.9 GV~3kMjZ84
05693        KC2020 02 14.93988 10 52 54.96 +16 53 39.0          18.0 GV~3kMjZ84
05693        KC2020 02 14.94878 10 52 53.70 +16 53 47.7          17.9 GV~3kMjZ84
05693         C2020 02 15.33658 10 51 59.26 +17 00 08.2          18.2 GV~3kMj703
05693         C2020 02 15.34185 10 51 58.49 +17 00 13.7          18.3 GV~3kMj703
05693         C2020 02 15.34713 10 51 57.75 +17 00 18.8          18.1 GV~3kMj703
05693         C2020 02 15.35241 10 51 57.00 +17 00 24.3          18.4 GV~3kMj703
05693         C2020 02 18.32904 10 44 57.70 +17 47 36.1          17.9 GV~3kMj703
05693         C2020 02 18.33431 10 44 56.96 +17 47 41.4          18.0 GV~3kMj703
05693         C2020 02 18.33958 10 44 56.15 +17 47 45.6          17.9 GV~3kMj703
05693         C2020 02 18.34487 10 44 55.38 +17 47 51.1          17.9 GV~3kMj703
05693        KC2020 02 20.04389 10 40 54.44 +18 13 33.0          16.6 GV~3kMjA16
05693        KC2020 02 20.05260 10 40 53.17 +18 13 40.9          17.9 GV~3kMjA16
05693        KC2020 02 20.06130 10 40 51.90 +18 13 48.6          17.9 GV~3kMjA16
05693        KC2020 02 20.06958 10 40 50.72 +18 13 55.8          17.9 GV~3kMjA16
05693        KC2020 02 20.07839 10 40 49.43 +18 14 03.6          18.1 GV~3kMjA16
05693        KC2020 02 22.02694 10 36 13.85 +18 42 19.4          17.9 GV~3kMjA16
05693        KC2020 02 22.03556 10 36 12.61 +18 42 27.2          17.9 GV~3kMjA16
05693        KC2020 02 22.04416 10 36 11.37 +18 42 34.0          17.9 GV~3kMjA16
05693        KC2020 02 22.05277 10 36 10.13 +18 42 41.4          17.8 GV~3kMjA16
05693        KC2020 02 22.06147 10 36 08.87 +18 42 48.6          17.9 GV~3kMjA16
05693        KC2020 02 22.07020 10 36 07.61 +18 42 55.9          17.8 GV~3kMjA16
05693         C2020 02 22.48801710 35 08.79 +18 48 52.5          17.92oV~3kMjT08
05693         C2020 02 22.49532910 35 07.73 +18 48 58.9          17.80oV~3kMjT08
05693         C2020 02 22.51185210 35 05.36 +18 49 12.5          18.32oV~3kMjT08
05693         C2020 02 22.51633010 35 04.71 +18 49 16.2          17.69oV~3kMjT08
05693         C2020 02 24.46110110 30 32.60 +19 15 37.5          18.21cV~3kMjT05
05693         C2020 02 24.49435210 30 27.82 +19 16 03.5          18.31cV~3kMjT05
05693         C2020 02 24.50112010 30 26.87 +19 16 08.7          18.26cV~3kMjT05
05693         C2020 02 24.50157810 30 26.80 +19 16 09.1          18.26cV~3kMjT05
05693         C2020 02 24.51512810 30 24.84 +19 16 19.6          18.18cV~3kMjT05
05693         C2020 02 24.51835510 30 24.37 +19 16 22.2          18.18cV~3kMjT05
05693        KC2020 02 25.54000 10 28 03.15 +19 29 42.9          18.2 Rq~3kMjE89
05693        KC2020 02 25.55464 10 28 01.02 +19 29 53.6          17.7 Rq~3kMjE89
05693        KC2020 02 25.56633 10 27 59.43 +19 30 02.5          18.0 Rq~3kMjE89
05693        KC2020 02 25.57772 10 27 57.82 +19 30 11.0          17.7 Rq~3kMjE89
05693        KC2020 02 25.58834 10 27 56.32 +19 30 19.4          18.0 Rq~3kMjE89
05693         C2020 02 26.21759 10 26 30.52 +19 38 00.2          18.1 GV~3kMjG96
05693         C2020 02 26.22316 10 26 29.74 +19 38 04.2          18.1 GV~3kMjG96
05693         C2020 02 26.22872 10 26 28.96 +19 38 08.6          18.1 GV~3kMjG96
05693         C2020 02 26.23428 10 26 28.19 +19 38 12.7          18.1 GV~3kMjG96
05693         C2020 02 26.29370 10 26 19.87 +19 38 57.7          18.4 GV~3kMj703
05693         C2020 02 26.29892 10 26 19.08 +19 39 01.0          18.2 GV~3kMj703
05693         C2020 02 26.30414 10 26 18.36 +19 39 04.6          18.2 GV~3kMj703
05693         C2020 02 26.30936 10 26 17.62 +19 39 08.6          18.2 GV~3kMj703
05693         C2020 02 26.44037510 25 59.68 +19 40 47.7          17.75oV~3kMjT08
05693         C2020 02 26.44387210 25 59.21 +19 40 50.3          17.72oV~3kMjT08
05693         C2020 02 26.44917210 25 58.45 +19 40 54.4          18.75oV~3kMjT08
05693         C2020 02 26.46047910 25 56.86 +19 41 02.7          17.90oV~3kMjT08
05693         C2020 02 26.56229 10 25 43.48 +19 42 14.3          17.9 Rq~3kMjD29
05693         C2020 02 26.57378 10 25 41.87 +19 42 22.9          18.1 Rq~3kMjD29
05693         C2020 02 26.57643 10 25 41.51 +19 42 24.9          18.1 Rq~3kMjD29
05693         C2020 02 26.58792 10 25 39.90 +19 42 33.4          18.1 Rq~3kMjD29
05693         C2020 02 26.59058 10 25 39.53 +19 42 35.4          18.0 Rq~3kMjD29
05693        KC2020 02 28.81078 10 20 41.00 +20 08 32.2          17.5 GV~3kMjK63
05693        KC2020 02 28.81112 10 20 40.95 +20 08 32.6          18.2 GV~3kMjK63
05693        KC2020 02 28.81513 10 20 40.48 +20 08 34.8          18.2 GV~3kMjK63
05693        KC2020 02 28.81530 10 20 40.40 +20 08 35.4          17.2 GV~3kMjK63
05693        KC2020 02 28.81932 10 20 39.85 +20 08 38.1          17.3 GV~3kMjK63
05693         C2020 03 02.06686 10 15 46.71 +20 32 39.5          18.1 Ro~3kMjZ22
05693         C2020 03 02.10161 10 15 42.15 +20 33 00.0          18.3 Ro~3kMjZ22
05693         C2020 03 02.35803 10 15 09.52 +20 35 34.0          18.3 GV~3kMj703
05693         C2020 03 02.36331 10 15 08.81 +20 35 37.5          18.3 GV~3kMj703
05693         C2020 03 02.36859 10 15 08.15 +20 35 40.4          18.3 GV~3kMj703
05693         C2020 03 02.37388 10 15 07.47 +20 35 43.7          18.4 GV~3kMj703
05693         C2020 03 03.37650710 13 01.74 +20 45 32.1          18.10oV~3kMjT05
05693         C2020 03 03.39878210 12 58.88 +20 45 44.6          18.16oV~3kMjT05
05693         C2020 03 03.40716910 12 57.80 +20 45 49.5          18.29oV~3kMjT05
05693         C2020 03 03.41441110 12 56.87 +20 45 53.5          18.14oV~3kMjT05
05693         C2020 03 05.21852 10 09 16.67 +21 02 12.4          18.6 GV~3kMj703
05693         C2020 03 05.22380 10 09 15.94 +21 02 14.6          18.5 GV~3kMj703
05693         C2020 03 05.22908 10 09 15.34 +21 02 17.6          18.2 GV~3kMj703
05693         C2020 03 05.23437 10 09 14.63 +21 02 20.4          18.2 GV~3kMj703
05693         C2020 03 05.41895310 08 52.40 +21 03 57.6          18.07oV~3kMjT08
05693         C2020 03 05.42314210 08 51.86 +21 04 00.2          19.39oV~3kMjT08
05693         C2020 03 05.42880210 08 51.18 +21 04 03.0          18.99oV~3kMjT08
05693         C2020 03 05.44510610 08 49.16 +21 04 10.9          18.07oV~3kMjT08
05693        KC2020 03 11.99491 09 56 51.98 +21 50 04.1          19.2 GV~3kMjA16
05693        KC2020 03 12.00645 09 56 50.66 +21 50 07.9          18.9 GV~3kMjA16
05693        KC2020 03 12.02946 09 56 48.39 +21 50 14.8          17.2 GV~3kMjA16
05693         C2020 03 17.54843 09 48 32.62 +22 14 37.0          19.0 Rq~3nd8D29
05693         C2020 03 17.56257 09 48 31.43 +22 14 40.1          18.7 Rq~3nd8D29
05693         C2020 03 17.57671 09 48 30.27 +22 14 42.8          19.0 Rq~3nd8D29
05693         C2020 03 17.59488 09 48 28.73 +22 14 46.3          18.9 Rq~3nd8D29
05693         C2020 03 17.60902 09 48 27.56 +22 14 49.2          19.0 Rq~3nd8D29
05693         C2020 03 17.62316 09 48 26.35 +22 14 52.1          18.9 Rq~3nd8D29
05693        KC2020 03 17.84305 09 48 09.06 +22 15 32.8          19.0 GV~3nd8130
05693        KC2020 03 17.84800 09 48 08.62 +22 15 33.7          19.0 GV~3nd8130
05693        KC2020 03 17.85222 09 48 08.32 +22 15 34.4          18.9 GV~3nd8130
05693         C2020 03 20.55297 09 44 46.16 +22 22 55.4          19.2 Rq~3nd8D29
05693         C2020 03 20.56711 09 44 45.12 +22 22 57.7          19.2 Rq~3nd8D29
05693         C2020 03 20.58125 09 44 44.07 +22 22 59.3          19.1 Rq~3nd8D29
05693         C2020 03 22.22506 09 42 53.49 +22 26 10.8          19.1 GV~3nd8G96
05693         C2020 03 22.23070 09 42 53.11 +22 26 11.4          19.2 GV~3nd8G96
05693         C2020 03 22.23633 09 42 52.74 +22 26 11.8          19.2 GV~3nd8G96
05693         C2020 03 22.24198 09 42 52.36 +22 26 12.5          19.2 GV~3nd8G96
05693         C2020 03 24.24892 09 40 50.01 +22 28 53.6          19.4 GV~3nd8703
05693         C2020 03 24.25417 09 40 49.73 +22 28 54.6          19.4 GV~3nd8703
05693         C2020 03 24.25941 09 40 49.36 +22 28 54.2          19.7 GV~3nd8703
05693         C2020 03 24.26465 09 40 49.08 +22 28 54.1          19.1 GV~3nd8703
05693         C2020 03 25.32379809 39 50.34 +22 29 51.2          19.04oV~3nd8T08
05693         C2020 03 25.33077609 39 49.91 +22 29 50.5          18.86oV~3nd8T08
05693         C2020 03 25.33400309 39 49.69 +22 29 51.1          19.35oV~3nd8T08
05693         C2020 03 25.34848509 39 48.91 +22 29 51.3          19.08oV~3nd8T08
05693         C2020 04 18.31862 09 32 32.498+21 40 39.75         20.1 wU~3qddF51
05693         C2020 04 18.33030 09 32 32.617+21 40 36.81         20.0 wU~3qddF51
05693         C2020 04 18.34187 09 32 32.733+21 40 33.77         20.0 wU~3qddF51
05693         C2020 04 18.35343 09 32 32.849+21 40 30.91         19.9 wU~3qddF51
05693         C2020 04 20.17907 09 32 58.84 +21 32 43.2          20.1 GV~3qddG96
05693         C2020 04 20.18424 09 32 58.95 +21 32 41.1          20.0 GV~3qddG96
05693         C2020 04 20.18942 09 32 59.04 +21 32 40.3          20.0 GV~3qddG96
05693         C2020 04 20.19460 09 32 59.11 +21 32 39.0          20.1 GV~3qddG96
05693         C2020 04 28.16565 09 36 08.07 +20 53 57.4          20.3 GV~3qddG96
05693         C2020 04 28.17139 09 36 08.24 +20 53 55.8          20.0 GV~3qddG96
05693         C2020 04 28.17711 09 36 08.41 +20 53 53.7          20.4 GV~3qddG96
05693         C2020 04 28.18285 09 36 08.58 +20 53 52.1          20.3 GV~3qddG96
05693         C2020 04 28.52306 09 36 19.22 +20 52 03.2          20.4 Rq~3qddD29
05693         C2020 04 28.53379 09 36 19.53 +20 52 00.4          20.7 Rq~3qddD29
05693         C2020 04 28.54453 09 36 19.84 +20 51 56.7          19.9 Rq~3qddD29
05693         C2020 05 13.51512 09 46 52.22 +19 21 46.1          20.9 Rq~3tBND29
05693         C2020 05 13.52926 09 46 52.87 +19 21 40.5          20.3 Rq~3tBND29
05693         C2021 03 21.12124002 13 51.21 +12 35 55.2          18.43rU~52rcI41
05693         C2021 03 21.12367002 13 52.04 +12 35 59.9          18.36rU~52rcI41
05693         C2021 03 21.12609002 13 52.87 +12 36 04.6          18.18rU~52rcI41
05693         C2021 03 21.12852002 13 53.71 +12 36 09.5          18.32rU~52rcI41
05693         C2021 03 21.13094002 13 54.51 +12 36 14.2          18.24rU~52rcI41
05693         C2021 04 02.12788003 19 19.87 +18 15 36.2          18.55rU~4iuUI41
05693         C2021 04 02.13030003 19 20.63 +18 15 39.7          18.71rU~4iuUI41
05693         C2021 04 02.13273003 19 21.38 +18 15 43.0          18.70rU~4iuUI41
05693         C2021 04 02.13515003 19 22.15 +18 15 46.3          18.70rU~4iuUI41
05693         C2021 04 02.13756903 19 22.90 +18 15 49.8          18.88rU~4iuUI41
05693         C2021 04 07.11517803 44 56.99 +20 02 37.9          18.82GV~4iuUG96
05693         C2021 04 07.11936803 44 58.25 +20 02 42.8          18.99GV~4iuUG96
05693         C2021 04 07.12356403 44 59.51 +20 02 47.5          19.08GV~4iuUG96
05693         C2021 04 07.12776403 45 00.78 +20 02 52.4          19.02GV~4iuUG96
05693         C2021 04 09.13145003 55 01.59 +20 40 24.7          19.10rU~4iuUI41
05693         C2021 04 09.13381003 55 02.27 +20 40 27.3          18.97rU~4iuUI41
05693         C2021 04 09.13618103 55 02.97 +20 40 29.4          18.93rU~4iuUI41
05693         C2021 04 09.13854103 55 03.67 +20 40 31.8          19.12rU~4iuUI41
05693         C2021 04 09.14090003 55 04.38 +20 40 34.5          19.07rU~4iuUI41
05693         C2021 04 10.13203003 59 57.91 +20 58 01.1          19.25rU~4iuUI41
05693         C2021 04 10.13439003 59 58.62 +20 58 03.3          18.75rU~4iuUI41
05693         C2021 04 10.13676003 59 59.31 +20 58 06.0          18.77rU~4iuUI41
05693         C2021 04 10.13912004 00 00.02 +20 58 08.4          19.18rU~4iuUI41
05693         C2021 04 10.14149004 00 00.73 +20 58 11.0          18.92rU~4iuUI41
05693         C2021 04 12.13365004 09 43.34 +21 31 02.4          19.06rU~52rcI41
05693         C2021 04 12.13602004 09 44.06 +21 31 04.4          19.10rU~52rcI41
05693         C2021 04 12.13838004 09 44.71 +21 31 07.1          18.98rU~52rcI41
05693         C2021 04 12.14310004 09 46.09 +21 31 11.0          18.88rU~52rcI41
05693         C2021 04 21.15152004 51 36.46 +23 25 46.3          19.42rU~4iuUI41
05693         C2021 04 21.15353004 51 37.00 +23 25 47.5          18.93rU~4iuUI41
05693         C2021 04 21.15553004 51 37.55 +23 25 48.6          19.05rU~4iuUI41
05693         C2021 04 21.15755004 51 38.08 +23 25 49.4          19.01rU~4iuUI41
05693         C2021 05 04.14834005 46 02.62 +24 48 41.1          19.56rU~52rcI41
05693         C2021 05 04.15070905 46 03.17 +24 48 41.5          19.41rU~52rcI41
05693         C2021 05 04.15306005 46 03.70 +24 48 41.7          19.48rU~52rcI41
05693         C2021 05 04.15541005 46 04.28 +24 48 42.4          19.57rU~52rcI41
05693         C2021 05 04.15775005 46 04.82 +24 48 43.2          19.57rU~52rcI41
05693         C2021 05 05.15131905 49 57.94 +24 51 45.9          19.52rU~52rcI41
05693         C2021 05 05.15367005 49 58.54 +24 51 46.0          19.32rU~52rcI41
05693         C2021 05 05.15602005 49 59.05 +24 51 46.9          19.25rU~52rcI41
05693         C2021 05 05.15838005 49 59.61 +24 51 46.8          19.09rU~52rcI41
05693         C2021 05 05.15984005 50 00.02 +24 51 47.4          19.61rU~52rcI41
05693         C2021 05 05.16285005 50 00.64 +24 51 47.3          19.68rU~52rcI41
05693         C2021 05 05.16586005 50 01.33 +24 51 48.3          19.42rU~52rcI41
05693         C2021 05 12.16287006 16 20.95 +25 02 25.0          19.88rU~52rcI41
05693         C2021 05 13.15645906 19 56.76 +25 02 30.6          19.47rU~52rcI41
05693         C2021 05 13.15881906 19 57.29 +25 02 30.6          19.61rU~52rcI41
05693         C2021 05 13.16117006 19 57.78 +25 02 30.6          19.86rU~52rcI41
05693         C2021 05 13.16352006 19 58.25 +25 02 30.2          19.59rU~52rcI41
05693         C2021 05 14.17025006 23 34.84 +25 02 15.8          19.50rU~52rcI41
05693         C2022 01 15.64122114 48 03.348-11 03 38.49         20.60wU~5NFBF52
05693         C2022 01 15.64628714 48 03.829-11 03 40.25         20.58wU~5NFBF52
05693         C2022 01 15.65132414 48 04.331-11 03 41.97         20.60wU~5NFBF52
05693         C2022 01 15.65636914 48 04.827-11 03 43.76         20.60wU~5NFBF52
05693         C2022 02 06.53255415 24 05.94 -12 50 21.7          20.11GV~5QBLG96
05693         C2022 02 06.53993015 24 06.64 -12 50 23.2          20.08GV~5QBLG96
05693         C2022 02 06.54369115 24 07.00 -12 50 24.0          19.91GV~5QBLG96
05693         C2022 02 06.54746315 24 07.37 -12 50 24.0          19.80GV~5QBLG96
05693         C2022 02 11.52851515 32 10.96 -13 08 09.4          20.38GV~5QBLG96
05693         C2022 02 11.53434315 32 11.55 -13 08 11.8          20.17GV~5QBLG96
05693         C2022 02 11.54012415 32 12.04 -13 08 11.8                V~5QBLG96
05693         C2022 02 11.54591815 32 12.63 -13 08 12.9          19.98GV~5QBLG96
05693         C2022 03 09.46889716 12 56.37 -13 55 37.5          19.30GVEE165G96
05693         C2022 03 09.47463616 12 56.87 -13 55 37.6          19.35GVEE165G96
05693         C2022 03 09.48037116 12 57.39 -13 55 37.8          19.19GVEE165G96
05693         C2022 03 09.48610716 12 57.90 -13 55 37.8          19.42GVEE165G96
05693         C2022 04 05.47663016 52 50.059-13 05 06.22         17.91rU~5Y7mI41
05693         C2022 04 05.48213016 52 50.520-13 05 04.81         18.49gU~5Y7mI41
05693         C2022 04 07.46215016 55 42.931-12 55 55.88         18.43gU~5Y7mI41
05693         C2022 04 07.48320916 55 44.669-12 55 49.80         17.76rU~5Y7mI41
05693         C2022 04 09.46550016 58 37.920-12 45 41.62         17.59rU~5Y7mI41
05693         C2022 04 09.48263016 58 39.341-12 45 36.00         18.18gU~5Y7mI41
05693         C2022 05 04.32156517 41 34.699-08 14 47.51         15.54oVEJ035W68
05693         C2022 05 04.32475917 41 35.126-08 14 43.48         15.52oVEJ035W68
05693         C2022 05 04.33310617 41 36.257-08 14 32.96         15.62oVEJ035W68
05693         C2022 05 04.34329717 41 37.634-08 14 20.18         15.62oVEJ035W68
05693         C2022 05 07.01007 17 48 37.86 -07 13 18.4                VEM001K85
05693         C2022 05 07.04132 17 48 42.94 -07 12 30.6                VEM001K85
05693         C2022 05 08.08802017 51 47.184-06 44 26.09         15.2 GVEJ089K74
05693         C2022 05 08.09136817 51 47.724-06 44 20.18         14.9 GVEJ089K74
05693         C2022 05 08.09360517 51 48.127-06 44 16.22         14.7 GVEJ089K74
05693         C2022 05 08.09472917 51 48.322-06 44 14.39         15.1 GVEJ089K74
05693         C2022 05 08.09584317 51 48.535-06 44 12.77         15.2 GVEJ089K74
05693         C2022 05 08.09696617 51 48.703-06 44 11.15         14.9 GVEJ089K74
05693         C2022 05 08.09919117 51 49.104-06 44 07.37         14.9 GVEJ089K74
05693         C2022 05 08.33658017 52 34.04 -06 37 15.4          15.1 GVEJ069V11
05693         C2022 05 08.35662717 52 37.52 -06 36 41.3          15.1 GVEJ069V11
05693         C2022 05 08.37618417 52 40.97 -06 36 07.7          14.9 GVEJ069V11
05693        KC2022 05 11.05034 18 01 54.61 -05 09 22.4          16.1 VqEJ099M16
05693        KC2022 05 11.06578 18 01 57.99 -05 08 48.5          16.1 VqEJ099M16
05693        KC2022 05 11.08122 18 02 01.36 -05 08 14.5          16.0 VqEJ099M16
05693         C2022 05 14.02442 18 15 05.05 -03 01 23.4                VEM001K85
05693         C2022 05 14.06956 18 15 18.39 -02 59 06.5                VEM001K85
05693         C2022 05 14.99237 18 20 19.150-02 09 35.19         14.58RoEK009L92
05693         C2022 05 14.99312 18 20 19.271-02 09 32.04         14.53RoEK009L92
05693         C2022 05 14.99386 18 20 19.504-02 09 30.44         14.49RoEK009L92
05693         C2022 05 14.99459 18 20 19.757-02 09 26.95         14.70RoEK009L92
05693         C2022 05 14.99534 18 20 20.002-02 09 24.53         14.63RoEK009L92
05693         C2022 05 14.99608 18 20 20.200-02 09 22.20         14.56RoEK009L92
05693         C2022 05 14.99684 18 20 20.498-02 09 19.15         14.62RoEK009L92
05693         C2022 05 14.99758 18 20 20.647-02 09 16.98         15.08RoEK009L92
05693         C2022 05 14.99832 18 20 21.022-02 09 14.26         14.58RoEK009L92
05693         C2022 05 14.99909 18 20 21.270-02 09 10.60         14.50RoEK009L92
05693         C2022 05 14.99983 18 20 21.493-02 09 09.14         14.61RoEK009L92
05693         C2022 05 15.00057 18 20 21.765-02 09 07.54         14.51RoEK009L92
05693         C2022 05 15.00131 18 20 21.987-02 09 04.51         14.57RoEK009L92
05693         C2022 05 15.00205 18 20 22.162-02 09 01.65         14.52RoEK009L92
05693         C2022 05 15.00279 18 20 22.442-02 08 58.89         14.59RoEK009L92
05693         C2022 05 15.00357 18 20 22.662-02 08 56.37         14.74RoEK009L92
05693         C2022 05 15.00430 18 20 22.915-02 08 53.78         14.59RoEK009L92
05693         C2022 05 15.00504 18 20 23.178-02 08 51.62         14.79RoEK009L92
05693         C2022 05 15.00578 18 20 23.421-02 08 48.90         14.73RoEK009L92
05693         C2022 05 15.00653 18 20 23.623-02 08 46.94         14.76RoEK009L92
05693         C2022 05 15.00727 18 20 23.899-02 08 44.05         14.56RoEK009L92
05693         C2022 05 15.00801 18 20 24.123-02 08 41.77         14.75RoEK009L92
05693         C2022 05 15.00875 18 20 24.382-02 08 38.94         14.67RoEK009L92
05693         C2022 05 15.00949 18 20 24.633-02 08 36.43         14.67RoEK009L92
05693         C2022 05 15.01023 18 20 24.875-02 08 33.85         14.67RoEK009L92
05693         C2022 05 15.01097 18 20 25.135-02 08 31.14         14.84RoEK009L92
05693         C2022 05 15.01171 18 20 25.337-02 08 29.21         14.73RoEK009L92
05693         C2022 05 15.01245 18 20 25.588-02 08 26.06         14.71RoEK009L92
05693         C2022 05 15.01319 18 20 25.833-02 08 24.00         14.73RoEK009L92
05693         C2022 05 15.01393 18 20 26.077-02 08 21.45         14.59RoEK009L92
05693         C2022 05 15.01598 18 20 26.77 -02 08 23.2          13.6 GVEK003L65
05693         C2022 05 15.03093 18 20 31.71 -02 07 32.4          13.9 GVEK003L65
05693         C2022 05 15.04154 18 20 35.23 -02 06 56.2          13.9 GVEK003L65
05693         C2022 05 15.47774118 23 09.907-01 41 02.54         14.29oVEK001T08
05693         C2022 05 15.48387518 23 12.010-01 40 40.44         14.24oVEK001T08
05693         C2022 05 15.48571818 23 12.636-01 40 33.82         14.28oVEK001T08
05693         C2022 05 15.97248518 26 13.88 -01 10 45.9          13.5 GVEK003L18
05693         C2022 05 15.97273118 26 13.90 -01 10 45.6          13.9 GVEK003L18
05693         C2022 05 15.97322218 26 14.15 -01 10 42.7          13.9 GVEK003L18
05693         C2022 05 15.97346818 26 14.27 -01 10 42.0          13.8 GVEK003L18
05693         C2022 05 15.97371418 26 14.33 -01 10 41.2          13.6 GVEK003L18
05693         C2022 05 15.97396018 26 14.43 -01 10 40.5          13.5 GVEK003L18
05693         C2022 05 15.97420518 26 14.53 -01 10 39.7          13.7 GVEK003L18
05693         C2022 05 15.97445118 26 14.59 -01 10 38.2          13.6 GVEK003L18
05693         C2022 05 15.97469618 26 14.66 -01 10 37.9          13.7 GVEK003L18
05693        KC2022 05 16.04748 18 26 42.36 -01 06 00.4          14.9 GVEK003L65
05693        KC2022 05 16.06254 18 26 48.06 -01 05 01.6          15.1 GVEK003L65
05693        KC2022 05 16.08187 18 26 55.28 -01 03 47.0          15.1 GVEK003L65
05693         C2022 05 16.19875918 27 43.102-00 54 56.48         14.31oVEK003W68
05693         C2022 05 16.20379018 27 45.026-00 54 36.68         14.27oVEK003W68
05693         C2022 05 16.20690618 27 46.210-00 54 24.23         14.32oVEK003W68
05693         C2022 05 16.21686218 27 49.990-00 53 44.84         14.25oVEK003W68
05693         C2022 05 17.51863718 37 09.838+00 39 06.70         14.10oVEK006T05
05693         C2022 05 17.52690218 37 13.517+00 39 45.65         14.02oVEK006T05
05693         C2022 05 17.53056418 37 15.154+00 40 02.89         14.14oVEK006T05
05693         C2022 05 17.54020218 37 19.457+00 40 48.43         14.03oVEK006T05
05693         C2022 05 19.07052 18 50 43.344+02 54 45.07         14.0 GVEK020K74
05693         C2022 05 19.07299 18 50 44.738+02 54 59.58         14.0 GVEK020K74
05693         C2022 05 19.07436 18 50 45.528+02 55 07.75         14.0 GVEK020K74
05693         C2022 05 19.07683 18 50 46.934+02 55 22.12         13.9 GVEK020K74
05693         C2022 05 19.07785 18 50 47.515+02 55 28.20         13.9 GVEK020K74
