G1989J78C00A  C2003 02 24.53784 08 42 03.11 -08 33 31.5          16.0 Vmh3601379
G1989J78C00A  C2003 02 24.53903 08 42 02.89 -08 33 22.8          16.5 Vmh3601379
G1989J78C00A  C2003 02 24.78109 08 41 26.88 -08 05 43.7          15.6 Vch3601151
G1989J78C00A  C2003 02 24.78209 08 41 26.71 -08 05 37.0          15.8 Vch3601151
G1989J78C00A  C2003 02 24.78292 08 41 26.61 -08 05 31.5          15.6 Vch3601151
G1989J78C00A  C2003 02 24.78377 08 41 26.46 -08 05 24.9          15.7 Vch3601151
G1989J78C00A  C2003 02 24.78437 08 41 26.31 -08 05 19.5          15.5 Vch3601151
G1989J78C00A  C2003 02 24.78551 08 41 26.19 -08 05 13.9          15.6 Vch3601151
G1989J78C00A  C2003 02 24.78650 08 41 26.00 -08 05 06.3          15.4 Vch3601151
G1989J78C00A  C2003 02 24.78734 08 41 25.87 -08 04 59.7          15.5 Vch3601151
G1989J78C00A  C2003 02 24.78859 08 41 25.66 -08 04 52.4          15.4 Vch3601151
G1989J78C00A  C2003 02 24.78921 08 41 25.56 -08 04 47.3          15.4 Vch3601151
G1989J78C00A  C2003 02 24.93795 08 41 00.90 -07 47 37.1          15.2 Rch3601204
G1989J78C00A  C2003 02 24.93881 08 41 00.75 -07 47 31.0          15.3 Rch3601204
G1989J78C00A  C2003 02 24.94055 08 41 00.47 -07 47 18.9          15.1 Rch3601204
G1989J78C00A  C2003 02 24.94369 08 40 59.95 -07 46 57.1          15.1 Rch3601204
G1989J78C00A  C2003 02 24.94543 08 40 59.66 -07 46 45.0                ch3601204
G1989J78C00A  C2003 02 25.50068 08 39 35.14 -06 41 29.4          16.3 Vmh3601379
G1989J78C00A  C2003 02 25.50164 08 39 35.02 -06 41 23.0          15.7 Vmh3601379
G1989J78C00A  C2003 02 25.50318 08 39 34.78 -06 41 12.2          15.8 Vmh3601379
G1989J78C00A  C2003 02 25.50409 08 39 34.60 -06 41 05.8          15.8 Vmh3601379
G1989J78C00A  C2003 02 25.50554 08 39 34.37 -06 40 55.5          15.8 Vmh3601379
G1989J78C00A  C2003 02 25.50640 08 39 34.19 -06 40 49.1          15.7 Vmh3601379
G1989J78C00A  C2003 02 25.83959 08 38 42.71 -06 01 07.1          14.4 Rch3601113
G1989J78C00A  C2003 02 25.84087 08 38 42.50 -06 00 58.2          14.5 Rch3601113
